index,genre,filename,year,old_index,source1,source2,Sentence1,Sentence2,Similarity
13,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"bluebananas5 That is the people who died from Covid not the people who died from the vaccine of which true numbers are impossible to find as those deaths can be listed as blood clots, heart attacks, adult sudden death syndrome, and other causes.","People are struggling already. 75% of the country struggled during the pandemic and were not recipients of the furlough scheme. Many people have already lost jobs and income now the energy crisis, hike in living and food costs, increase in taxes and all bills. When are the poor houses opening, they will soon be full. The graveyards will be heaving with lots of people dying from cold for not being able to afford heat and food. Is this what this country has come to. Shameful authorities, bickering politicians, mayor of London constantly inventing charges to get in to the capitol and a crime wave with a Police force that have lost their bottle. Sort the country out that's what your paid for not killing us.",0.220270723
14,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,erm that was not what she said. Anecdotals are also one aspect of truth. I also lost one of my friends. I was stunned at the news.. I was with him and his wife a week prior. Healthy male no sign of any sickness suddenly passed. And we keep hearing that... and you laugh at how she react to those experiences? You are the useful idiot.,"Just how is raising interest rates going to keep down inflation when the inflation is caused by rises in energy and commodity prices? It will send us into a recession with people having their houses repossessed, businesses will stop investing, people will stop spending...and inflation will still be high because it is caused by external factors.",0.059042733
15,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Exacrly! Her body, her choice. I got jabbed - first and second. Won't be getting no booster. Don't need to. But it was MY choice to get vaccinated- despite people judging- but who cares? Sick of people judging others what they decide to do with THEIR OWN bodies. Always love how outspoke M.I.A. is.",Sleepy Andy Bailey is more than half responsible for where we are now.He was always well behind the curve and now there is rampant inflation.People are going to suffer badly now because the interest rates will rise rapid.A more realistic plan would have been to raise the rates to around 3% 2years ago.,0.012107067
16,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Bottomline - vaccines have saved millions from death or severe illness. Actual true vaccine side effects are usually very minor - the lies being spread hat vaccine deaths are anything but a very rare few is just criminal. The fact that this person even mentions the word ""chip"" signals the extent of her gullibility in believing the lies.","I average around 6% per annum on my Premium Bonds, they aren't going to rise and at the rate things are going a high interest savings account will be better very soon. I remember getting 11% from my Post Office National Saver account in the 80's. We could soon be back there.",0.07453689
17,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Honey, 13 BILLION vaccine shots have been given. If 13 BILLION people died, we'd know it. In fact, only a handful of deaths have been linked to the vaccine but you do you. People stopped caring about people who are too stupid to get vaccinated a long time ago. Let go and let God.","The UK will follow the US; this is no surprise and fully expected and it's always the same with interest rate increases? If the UK doesn't follow the US, the pound will fall even further in value; a 1percent increase is now largely expected and comes as no surprise?",0.04227582
18,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,Sorry but I agree! I know a ton of people vaccinated and boosted who still got quite sick with covid. Until it's more like the flu shot and actually preventing illness I have no desire to get vaccinated. I'm weird with taking medicine so I'm not going to put that crap in my body if it doesn't prevent illness.,"The UK housing market is skewed compared to our EU neighbours, USA and Canada. While you may need a mortgage 6x one salary or 3x two salaries to buy your property, its worth, in build terms, is approx 3 times one salary. The gap between value and cost is 'criminal'.",0.029409589
19,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,Beluga you've got a LOT of catching up to do. Listen to geert van der boschhe and he will explain why the vaccines are the WORST thing we could have in this pandemic. And that due to antibody dependency...the vaccinated will suffer greatly.,"From experience of the late 70s and 80s, if inflation is at 10 per cent then Bank Rates need to be not far off to stimulate a significant inflation decrease. I have seen interest rates at 15 percent and Mortgage rates at 17 per cent!! The BoEs main Objective as set by the Treasury and Cabinet Office is to lower inflation to between 2-2.5 per cent. This means the BoE will raise interest rates every month in approx one percent units until inflation comes down and shows continued downward momentum. Believe me when I say this, the BoE would prefer your mortgage rates weren't going up but compared with health of the economy they don't influence BoEs decisions one jot. If the interest rates have to go to double figures to counter inflation, sobeit. Negative equity and house repossessions WILL HAPPEN!! If you add the cost of living to mortgage rates the 'affordability line' is going to swallow many households. I feel for young home owners, but not those who went max price with min interest!!!",0.168518841
20,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Dude662 no vaccine or innoculation will ever stop you 100% from getting whatever you've had it for. The reduce deaths and other complications when or if you catch it. It doesn't stop you passing germs on, as you may get a very weak dose of an illness but pass it on. The whole point of herd immunity. An example is; I had Rubella Jab, German Measles. I got it aged 10, but didn't go deaf or blind or die or any of the other symptoms or complications. Plus I didn't get the illness as bad. Your logic would have no Nurses getting the Hepatitis B jab, in case an infected patient bites them or they have a needle stick injury.",Interest rates should be 2% above the inflation rate in a properly functioning economy. Banks need to go back to basics and attract money from savers to fund loans to borrowers. QE money printing is responsible for our increasingly unequal society,0.039332483
21,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"She said her son got the vaccine and was sick for 3 weeks, and they had to pump him full of antibiotics. So exactly what bacteria did the vaccine put in his body that required **antibiotics**. Because that's what antibiotics are for, you know? They fight infections caused by bacteria.","People are struggling already. 75% of the country struggled during the pandemic and were not recipients of the furlough scheme. Many people have already lost jobs and income now the energy crisis, hike in living and food costs, increase in taxes and all bills. When are the poor houses opening, they will soon be full. The graveyards will be heaving with lots of people dying from cold for not being able to afford heat and food. Is this what this country has come to. Shameful authorities, bickering politicians, mayor of London constantly inventing charges to get in to the capitol and a crime wave with a Police force that have lost their bottle. Sort the country out that's what your paid for not killing us.",0.000824548
22,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Many people leave good jobs to care for their partners and are ignored by society and the government. I was jn a good IT role and left to care for my wife due to cancer. I don't get headlines, neither do the thousands of other carers......Time to use this opportunity Kate and highlight the issue of home carers not make money of the back it....","Just how is raising interest rates going to keep down inflation when the inflation is caused by rises in energy and commodity prices? It will send us into a recession with people having their houses repossessed, businesses will stop investing, people will stop spending...and inflation will still be high because it is caused by external factors.",0.144950688
23,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Kate is a remarkable lady, and all those who criticize her should try a week in her shoes, and she has to make documentaries to pay for the enormous cost of care in the home, her house has been adapted for Dereks needs and non of it comes cheap, and when she's at work she is paying for full time nursing care to come in, and i would imagine its costing her 3000 each week, so dont knock it until you might be in the same boat.",Sleepy Andy Bailey is more than half responsible for where we are now.He was always well behind the curve and now there is rampant inflation.People are going to suffer badly now because the interest rates will rise rapid.A more realistic plan would have been to raise the rates to around 3% 2years ago.,0.176514551
24,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"I do feel Kelley sorry for the whole family it is so sad, but there are many families out there looking after their loved ones who are ill/disabled and they don't get any of this attention or the amount of money she will have been paid for the documentaries.My heart does go out to them as she is lovely but they are not t the only family suffering.Sorry.","I average around 6% per annum on my Premium Bonds, they aren't going to rise and at the rate things are going a high interest savings account will be better very soon. I remember getting 11% from my Post Office National Saver account in the 80's. We could soon be back there.",0.014462492
25,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Some cruel comments on here like why is she there when her husbands in hospital .. honestly she was up for an award, Im sure a few hours away from Derek is not a crime, with what shes going through I bet it was so nice for her along with her daughter to get dressed up and go out somewhere. Life can be very cruel and until youre in a situation like Kates I dont think its fair to cruely judge.","The UK housing market is skewed compared to our EU neighbours, USA and Canada. While you may need a mortgage 6x one salary or 3x two salaries to buy your property, its worth, in build terms, is approx 3 times one salary. The gap between value and cost is 'criminal'.",0.083087698
26,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"I feel sorry for Kate and Derek but there are thousands of normal people going through this sort of thing, who haven't got the money behind them that she has to cope with it and make life easier. They aren't getting awards. I think it's time to leave him be now, he hasn't got a choice in any of this.","From experience of the late 70s and 80s, if inflation is at 10 per cent then Bank Rates need to be not far off to stimulate a significant inflation decrease. I have seen interest rates at 15 percent and Mortgage rates at 17 per cent!! The BoEs main Objective as set by the Treasury and Cabinet Office is to lower inflation to between 2-2.5 per cent. This means the BoE will raise interest rates every month in approx one percent units until inflation comes down and shows continued downward momentum. Believe me when I say this, the BoE would prefer your mortgage rates weren't going up but compared with health of the economy they don't influence BoEs decisions one jot. If the interest rates have to go to double figures to counter inflation, sobeit. Negative equity and house repossessions WILL HAPPEN!! If you add the cost of living to mortgage rates the 'affordability line' is going to swallow many households. I feel for young home owners, but not those who went max price with min interest!!!",0.069556095
27,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"I have far more respect for all those other sole carers, who are caring for their loved ones without any respite (unlike Kate, who despite being ""sole carer"" manages to hold down a job). All those carers who selflessly look after their loved ones, without continually invading their privacy by posting daily bulletins.","The banks are awash with money due to QE, they do not need savers money, QE has caused inflation because the more you print the less it is worth, Unfortunately the only way to cure inflation is to cut off money supply and you do that by raising interest rates, That means you lose and the banks win. The interest rates have increased but your savings rate has not in the high street banks , because as I said they don't need to.",0.059649713
28,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,I never forget seeing Kate Garraway eating a chocolate clair SIDEWAYS on a television challenge! What a good sport she is. She's got her hands full with Derek and his recovery. I think he had the worst case of covid ever. Wish you better asap Derek and chin up my lovely Kate and D'Arcy xxxxxxx,"Back in the 1980s currencies all over Europe were fair game for the Markets who made millions even billions as they targeted one currency after another. These countries protected themselves by joining the euro. Today, isolated and weakened due to Brexit the UK sterling is now a major target for the Markets. Thanks Brexit.",0.12971732
29,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Working in Health and Social care for over 20 years the amount off people I have met who care for loved ones and they don't get a break. Good on you Kate and for taking your daughter! Working, being a parent, wife and carer, people shouldn't judge till they have walked in your shoes. Best wishes xx","I'll wait until I see it. This guy gives out that much misinformation and cryptic messages you have to take what he says with a large pinch of salt. He is actually the architect of high inflation in the UK. A man add icted to printing more new money when any problem occurs. I actually put more blame at his door than someone like Truss who was naive as to the po or state of the economy caused by cheap money leading to uncontrolled inflation and a weak pound. Its inflation which is the real da nger to the UK and anyone who does any shopping for food, clothes etc knows its not 9.9 percent, more like 30 percent plus. Another thing about this guy, he has just given this message about rates going up higher than expected. This will pushed the pound up a few percent against the dollar. When the MPC meet I bet they increase by a much smaller amount and that will lead to a very large drop in the pound. Guy is a me nace.",0.002690171
30,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Lovely to see them out having fun. Obviously it's a worry for him to be needing the extra care, but sometimes it must come as a relief for her to know that someone else is responsible for his life, it's not always her call. I know she has carers but ultimately, when he's home she'll always feel that weight.","High inflation and massive pay rises are great for folk who don't have a mortgage, or just a small mortgage (mine is 45k base rate + 0.55% tracker, some got better then that in 2006 when the banks were throwing silly money at folk and allowing them to self-certify their salaries, but my current account fully offsets my mortgage so I'm paying zero interest).",0.006790634
31,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"I've been through this situation. My dad was in and our of hospital for years with cancer. He would say, 'go out, take a break from this, I would if I could, everyone needs a break'. Sometimes I did. Leave them alone. Unless you've been through it, you can't imagine how awful it is. You feel like you are living in fog constantly. You aren't living when something like this is going on in your life.","Unfortunately all these families living way beyond their means are going to struggle. Do you really need that 4x4 to drop your kids off at school, multiple holidays a year, new phones every 2 years. Unfortunately people of today are obsessed with impressing people they dont even know so they can post it on social media.",0.1126526
32,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Nice to see Kate having some fun. People slam her but shes gone from being a wife to being a carer which is a lonely and difficult road for both her and her husband. Im sure hed be happy to see her having a nice time, its an awful situation for both of them and hope his health improves.","He's obviously been given advanced sight of the inflation figures for September, due for publication on 19th. October. They must be pretty high and the reason we're being softened up by the Government (via the Governor of the BoE) for a large hike in interest rates to try and control it.",0.02705575
33,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Anyone willing to report on the massive news that the European Parliament called a press conference (No press turned up, by the look of it) regarding Pfizer, Moderna, et al's accountability for their lies around the vaccines safety and efficacy during the pandemic? Calls for a full enquiry. It's almost as if the press is mostly bought and paid for by big pharma. Before you start with the pathetic 'tin foil hat' comments, at least watch on YT. Search Cristian Terhes.","The rising prices cannot be halted simply by impoverishing the people, it is caused by shortages of supply. The shortages of supply could be greatly eased if the governments settled their differences through negotiation. As long as we have war we will see things getting worse.",0.10686823
34,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"I am listening to a live interview with Dr. Roger Hodkinson in Canada. The interviewer just asked him when he is talking privately with the other well-known doctors about where this is going what do really they think is going to happen. Hodkinson responded that he won't say who the doctor is but someone who is connected to the 3-letter agencies and to the Trump Task Force, ""who is very honourable"", says that he expects ""a massive die-off in 5 years.""","Savers have been forced to subsidise mortgages, credit for far too long. It was totally unrealistic and about time the balance tipped. What I don't understand here is why mortgages are short term like 2 years when the liability is 25 years. There is no reason why long term fixed mortgages could not have been offered, giving mortgage owners certainty. The bankers are just interested in fees.",0.062226307
35,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,We have not got covid but all the family hit by an awful cold infection which has knocked us all for six. From the baby at3 years old to the eldest at 67 we have all been floored. Came via three year old from nursery and we have all had varying degrees of yuk from awfulness to bad chest infections. No runny noses just wiped out and left with awful coughs. My daughter says it's rife in the Southend On Sea areas as well. It's not just covid this year but loads of nasties we haven't had before are out there..,"And more and more fools cant seem to connect the dots as to why people are genuinely concerned about even a small increase in interest rates. Rising costs of fuel, energy and food at the same time as rising interest rates is destroying peoples finances. Not purely the interest rates. We knew rates would go up so many wouldnt have stretched too far. But who on earth could think all this mess would happen at the same time in a matter of months?",0.088582717
36,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"@MJ: 6 million who died of absolutely anything, within 28 days of a positive test result, from a worthless test, which was never meant to be used as a test, or as any indication of infection for any disease, because of mostly false positives, It doesn't test for just Covid 19, but for any coronavirus related material, even non active coronavirus from past infections , ect, Fruit is testing positive for Covid 19 using this test, which is impossible, Maybe all fruit should be vaccinated with the clotshot? Nobody in the world has yet provided a purified, isolated sample of Covid 19, ever, Only thing that comes back in the samples is Flu type A, or Flu type B, It exists only on a computer model, People get flu & die every year, nobody cares.. & if it's so infectious & deadly, why haven't had it? & why am I not dead? You've been had..","Highest Leave and Remain votes in 2016 EU referendum. Leave: Boston - average house price 182K Remain: Lambeth - average house price 650k These interest rate hikes are going to hit the Remain voting areas HARD. I'm so chuffed, this is such a worthy punishment for them. Brexit just doesn't stop giving.",0.030655313
37,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"We are a three-person household and we've all recently had covid. Two of us are vaxxed, one isn't. Two of us had extremely mild symptoms, one had slightly worse symptoms and for longer. Two of us enjoyed a 10-day holiday in Spain after testing negative. Now two of us are being bombarded with texts and emails asking us to get this new booster. Why? We all surely have natural immunity from the real thing and the new booster can't predict what the next variant will be. It's a big no from two of us. Enough is enough.","Ridiculously low interest rates, plus central banks printing untold money has created both inflation and an asset bubble. Sadly, there will be now casualties as people will struggle to meet mortgages, and businesses will struggle to finance their loans and meet their cash flow responsibilities. Back in 2008, the global economy needed a reset, rather than a can kicking exercise to avoid economic reality. Buckle up people - spend less, earn more. Take a second job if need be, as there be at least a couple of years of harder times ahead.",0.228981331
38,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,After Pfizer admitting the jab was never tested against transmission why aren't the media asking why we were lie'd to by our government and their so called expert's. Why was it so important to try and get a 100% of the population jabed and why are they not reporting on the harm that's been caused by this jab and the access death's we are seeing that have nothing to do with COVID. We don't seem to be able to trust anyone to tell the truth.,They kicked the housing can down the road for a decade. Now all the pain comes at once. The worst thing about it all is that everyone including the media and government - have essentially been saying get on the ladder at any cost. They've tricked people into a lifetime of debt for a house that will soon be worth 50% what they paid.,0.221636519
39,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Incredible that the huge bombshell dropped by the Pfizer exec is still being supressed, as if it's just going to go away. The longer it's not reported, the more evident it becomes how this ra/g and the rest of the MSM are t reac erous pro. p agan dists doing their masters' will. How can you sit on a massive story like that in a vain attempt to protect the establishment, when it's common knowledge? The press have reached previously unplumbed depths of dis/. graceful behaviour this time.","He's obviously been given advanced sight of the inflation figures for September, due for publication on 19th. October. They must be pretty high and the reason we're being softened up by the Government (via the Governor of the BoE) for a large hike in interest rates to try and control it.",0.184428811
40,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"In 1992 164 countries agreed to reduce the world's population to 800million by 2030. This started as agenda 21 and agenda 2030 was added after the agreement. The jabs are the globalists route to a mass die off of the elderly first then onto middle aged then working down, all under the guise of, there's another strain bs, take more jabs. Unfortunately for them, this has caused a mass awakening of people to now start questioning what the hell is going on. The globalists have lost, the triple jabbed will be gone, those of us who remain will continue en masse to say no. Mass non compliance is how we beat this evil.","Savers have been forced to subsidise mortgages, credit for far too long. It was totally unrealistic and about time the balance tipped. What I don't understand here is why mortgages are short term like 2 years when the liability is 25 years. There is no reason why long term fixed mortgages could not have been offered, giving mortgage owners certainty. The bankers are just interested in fees.",0.200656757
41,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"@mrshoneyman No, Anna is spot on exposing this world-wide con. Ask yourself where this 'deadly virus' came from; who paid for its development and who took a patent out on it. Do you really believe that billionaires want us around? Why does Bill Gates want a global population of just half a billion (as opposed to the 9 billion we have) and call us 'useless eaters'? Why do we have 1600 excess deaths a week in this country now, particularly in the younger age groups and unrelated to Covid - could not possibly be the miracle 'cure' for a deadly virus where the survival rate is 99.7 per cent and the AVERAGE age of death is greater than that normally expected prior to this pandemic could it? Anna is right. Pfizer have now had to admit that they never tested whether their jab would prevent transmission to others - in other words, my children were coerced into taking something so that they could keep their jobs and travel - it was never to save the lives of others. Anna has sense!","And more and more fools cant seem to connect the dots as to why people are genuinely concerned about even a small increase in interest rates. Rising costs of fuel, energy and food at the same time as rising interest rates is destroying peoples finances. Not purely the interest rates. We knew rates would go up so many wouldnt have stretched too far. But who on earth could think all this mess would happen at the same time in a matter of months?",0.323579222
42,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"Study finds 84% increase in incidence of cardiac-related DEATH among men under 40 following mRNA vaccination Florida Department of Health (FDOH) has found that men under 40 are at high risk of experiencing cardiac-related death after taking the mRNA Wuhan coronavirus (COVID-19) vaccines. According to a statewide study headed by Florida Surgeon General Dr. Joseph A. Ladapo, there was an 84 percent increase in the relative incidence of cardiac-related deaths among males aged 18 to 39 within 28 days following mRNA vaccination. The study investigated vaccinated Florida residents aged 18 and older.","Highest Leave and Remain votes in 2016 EU referendum. Leave: Boston - average house price 182K Remain: Lambeth - average house price 650k These interest rate hikes are going to hit the Remain voting areas HARD. I'm so chuffed, this is such a worthy punishment for them. Brexit just doesn't stop giving.",0.045379911
43,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,"I am 63 my missies 53 no jabs, partied mixed and mingled for 3 years not a cough or cold, my daughter son and sister badgered us to get the jab, sister went to AE 2 days after her 2nd, severe headache and sight problems, daughter bed bound for 10 days after her third jab, I`m a cynical old goat but all this pressure to get it by the Government and msm seemed off to me, seems to be a lot of youngish kids dying recently","Ridiculously low interest rates, plus central banks printing untold money has created both inflation and an asset bubble. Sadly, there will be now casualties as people will struggle to meet mortgages, and businesses will struggle to finance their loans and meet their cash flow responsibilities. Back in 2008, the global economy needed a reset, rather than a can kicking exercise to avoid economic reality. Buckle up people - spend less, earn more. Take a second job if need be, as there be at least a couple of years of harder times ahead.",0.174183056
44,Forum,Anonymous,2023,1,NewsForums,DiscussionForums,We 'Conspiracy Theorists' told you in 2020 there would be endless jabs and that over time it would keep the virus mutating to avoid the 'vaccines'. We also told you it would create vaccine passports. We told you so many thing that have come true (we also denied the disinformation crowd that threw in 5G and nanochip nonsense to try and muddy the water). Yet here we are.,They kicked the housing can down the road for a decade. Now all the pain comes at once. The worst thing about it all is that everyone including the media and government - have essentially been saying get on the ladder at any cost. They've tricked people into a lifetime of debt for a house that will soon be worth 50% what they paid.,0.102647327
